Xp,Yp,Zp
4619603.954532663300000000,4619603.954532662400000000,1379776.038474927400000000
4688769.434680686300000000,4688769.434680685400000000,1400567.207556703400000000
4757934.914828708400000000,4757934.914828707500000000,1421358.376638479300000000
4930848.615198765000000000,4930848.615198764000000000,1473336.299342919100000000
5103762.315568821500000000,5103762.315568820600000000,1525314.222047359000000000
6141244.517789159900000000,6141244.517789159000000000,1837181.758273997800000000
7870381.521489723600000000,7870381.521489722700000000,2356960.985318395800000000
8562036.322969948900000000,8562036.322969947000000000,2564872.676136155100000000
9253691.124450175100000000,9253691.124450173200000000,2772784.366953914500000000
9945345.925930399400000000,9945345.925930399400000000,2980696.057771673900000000
10637000.727410626000000000,10637000.727410624000000000,3188607.748589433300000000
11328655.528890852000000000,11328655.528890850000000000,3396519.439407192600000000
14786929.536291981000000000,14786929.536291979000000000,4436077.893495989000000000
18245203.543693107000000000,18245203.543693107000000000,5475636.347584785900000000
21703477.551094238000000000,21703477.551094234000000000,6515194.801673582800000000
25161751.558495365000000000,25161751.558495361000000000,7554753.255762379600000000
28620025.565896496000000000,28620025.565896492000000000,8594311.709851175500000000
32078299.573297620000000000,32078299.573297616000000000,9633870.163939973300000000
38994847.588099882000000000,38994847.588099875000000000,11712987.072117565000000000
56286217.625105515000000000,56286217.625105508000000000,16910779.342561550000000000
73577587.662111163000000000,73577587.662111148000000000,22108571.613005530000000000
142743067.810133730000000000,142743067.810133700000000000,42899740.694781460000000000
211908547.958156290000000000,211908547.958156260000000000,63690909.776557393000000000
246491288.032167580000000000,246491288.032167520000000000,74086494.317445353000000000
281074028.106178880000000000,281074028.106178820000000000,84482078.858333319000000000
350239508.254201410000000000,350239508.254201350000000000,105273247.940109250000000000
523153208.624257800000000000,523153208.624257740000000000,157251170.644549070000000000
696066908.994314190000000000,696066908.994314070000000000,209229093.348988920000000000
4395245.709753166000000000,4395245.709753165000000000,1425427.703928394000000000
4395521.303225244400000000,4395521.303225243500000000,1425517.684350131500000000
4395865.795065341500000000,4395865.795065340600000000,1425630.159877303300000000
4402066.648187095300000000,4402066.648187094400000000,1427654.719366398200000000
4429625.995394887400000000,4429625.995394887400000000,1436652.761540152800000000
4464075.179404628500000000,4464075.179404627500000000,1447900.314257346100000000
4532973.547424109700000000,4532973.547424108700000000,1470395.419691732600000000
4601871.915443591800000000,4601871.915443590800000000,1492890.525126119100000000
4670770.283463073000000000,4670770.283463073000000000,1515385.630560505400000000
4739668.651482554200000000,4739668.651482553200000000,1537880.735994892000000000
4911914.571531258500000000,4911914.571531258500000000,1594118.499580858300000000
5084160.491579962900000000,5084160.491579962000000000,1650356.263166824600000000
6117636.011872185400000000,6117636.011872184500000000,1987782.844682622000000000
7840095.212359224400000000,7840095.212359223500000000,2550160.480542284400000000
8529078.892554041000000000,8529078.892554039100000000,2775111.534886149200000000
9218062.572748856600000000,9218062.572748854800000000,3000062.589230014500000000
9907046.252943670400000000,9907046.252943668500000000,3225013.643573879300000000
10596029.933138486000000000,10596029.933138484000000000,3449964.697917744500000000
11285013.613333302000000000,11285013.613333300000000000,3674915.752261609300000000
14729932.014307380000000000,14729932.014307376000000000,4799671.023980934200000000
18174850.415281456000000000,18174850.415281456000000000,5924426.295700259500000000
21619768.816255536000000000,21619768.816255532000000000,7049181.567419583900000000
25064687.217229612000000000,25064687.217229608000000000,8173936.839138909200000000
28509605.618203688000000000,28509605.618203685000000000,9298692.110858233600000000
31954524.019177765000000000,31954524.019177761000000000,10423447.382577559000000000
38844360.821125917000000000,38844360.821125917000000000,12672957.926016208000000000
56068952.825996317000000000,56068952.825996310000000000,18296734.284612834000000000
73293544.830866694000000000,73293544.830866694000000000,23920510.643209457000000000
142191912.850348260000000000,142191912.850348230000000000,46415616.077595949000000000
211090280.869829800000000000,211090280.869829770000000000,68910721.511982456000000000
245539464.879570570000000000,245539464.879570510000000000,80158274.229175702000000000
279988648.889311310000000000,279988648.889311310000000000,91405826.946368948000000000
348887016.908792910000000000,348887016.908792850000000000,113900932.380755440000000000
521132936.957496820000000000,521132936.957496700000000000,170138695.966721710000000000
693378857.006200670000000000,693378857.006200670000000000,226376459.552687940000000000
4376983.063366689700000000,4376983.063366688800000000,1533006.021695311400000000
4377257.504441811700000000,4377257.504441811700000000,1533102.790453551100000000
4377600.555785715600000000,4377600.555785714600000000,1533223.751401351100000000
4383775.479975970500000000,4383775.479975969500000000,1535401.048461748100000000
4411219.587488213600000000,4411219.587488212600000000,1545077.924285734800000000
4445524.721878517400000000,4445524.721878516500000000,1557174.019065718200000000
4514134.990659126100000000,4514134.990659125100000000,1581366.208625685000000000
4582745.259439734700000000,4582745.259439733800000000,1605558.398185651700000000
4651355.528220342500000000,4651355.528220341500000000,1629750.587745618500000000
4719965.797000951100000000,4719965.797000950200000000,1653942.777305585100000000
4891491.468952472300000000,4891491.468952471400000000,1714423.251205502100000000
5063017.140903992600000000,5063017.140903991600000000,1774903.725105419100000000
6092171.172613116900000000,6092171.172613116000000000,2137786.568504920200000000
7807427.892128326000000000,7807427.892128325100000000,2742591.307504089500000000
8493530.579934408900000000,8493530.579934407000000000,2984513.203103757500000000
9179633.267740491800000000,9179633.267740489900000000,3226435.098703425400000000
9865735.955546576500000000,9865735.955546574700000000,3468356.994303092800000000
10551838.643352659000000000,10551838.643352658000000000,3710278.889902760700000000
11237941.331158742000000000,11237941.331158740000000000,3952200.785502428700000000
14668454.770189159000000000,14668454.770189157000000000,5161810.263500766800000000
18098968.209219579000000000,18098968.209219575000000000,6371419.741499105500000000
21529481.648249991000000000,21529481.648249988000000000,7581029.219497444100000000
24959995.087280408000000000,24959995.087280404000000000,8790638.697495782700000000
28390508.526310824000000000,28390508.526310820000000000,10000248.175494121000000000
31821021.965341244000000000,31821021.965341236000000000,11209857.653492460000000000
38682048.843402073000000000,38682048.843402065000000000,13629076.609489137000000000
55834616.038554162000000000,55834616.038554154000000000,19677123.999480832000000000
72987183.233706236000000000,72987183.233706221000000000,25725171.389472526000000000
141597452.014314560000000000,141597452.014314530000000000,49917360.949439295000000000
210207720.794922920000000000,210207720.794922890000000000,74109550.509406075000000000
244512855.185227070000000000,244512855.185227040000000000,86205645.289389461000000000
278817989.575531180000000000,278817989.575531180000000000,98301740.069372848000000000
347428258.356139540000000000,347428258.356139480000000000,122493929.629339620000000000
518953930.307660400000000000,518953930.307660340000000000,182974403.529256550000000000
690479602.259181140000000000,690479602.259181020000000000,243454877.429173470000000000
4357393.992375845100000000,4357393.992375844200000000,1640126.022100401800000000
4357667.197456602000000000,4357667.197456601100000000,1640229.549718442800000000
4358008.703807547700000000,4358008.703807546800000000,1640358.959240994200000000
4364155.818124577400000000,4364155.818124577400000000,1642688.330646916800000000
4391476.326200267300000000,4391476.326200266400000000,1653041.092451017600000000
4425626.961294877300000000,4425626.961294877300000000,1665982.044706143700000000
4493928.231484099300000000,4493928.231484098400000000,1691863.949216395800000000
4562229.501673321200000000,4562229.501673320300000000,1717745.853726647800000000
4630530.771862544100000000,4630530.771862543200000000,1743627.758236900000000000
4698832.042051766100000000,4698832.042051765100000000,1769509.662747151900000000
4869585.217524820900000000,4869585.217524820000000000,1834214.424022782100000000
5040338.392997874900000000,5040338.392997873900000000,1898919.185298412300000000
6064857.445836205000000000,6064857.445836204100000000,2287147.752952193400000000
7772389.200566752800000000,7772389.200566751900000000,2934195.365708495500000000
8455401.902458971400000000,8455401.902458969500000000,3193014.410811015900000000
9138414.604351190900000000,9138414.604351189000000000,3451833.455913536700000000
